exch,contract,area,code,indust,name,product,exchg
SSE,603267,北京市,603267,电子,鸿远电子,STK,SSE
SSE,603268,潮州市,603268,轻工制造,松发股份,STK,SSE
SSE,603269,常州市,603269,机械设备,海鸥股份,STK,SSE
SSE,603272,嘉兴市,603272,0,联翔股份,STK,SSE
SSE,603277,杭州市,603277,机械设备,银都股份,STK,SSE
SSE,603278,诸城市,603278,机械设备,大业股份,STK,SSE
SSE,603279,德州市,603279,机械设备,景津环保,STK,SSE
SSE,603283,苏州市,603283,机械设备,赛腾股份,STK,SSE
SSE,603286,常州市,603286,汽车,日盈电子,STK,SSE
SSE,603288,佛山市,603288,食品饮料,海天味业,STK,SSE
SSE,603289,杭州市,603289,机械设备,泰瑞机器,STK,SSE
SSE,603290,嘉兴市,603290,电子,斯达半导,STK,SSE
SSE,603297,宁波市,603297,电子,永新光学,STK,SSE
SSE,603298,杭州市,603298,机械设备,杭叉集团,STK,SSE
SSE,603299,淮安市,603299,化工,苏盐井神,STK,SSE
SSE,603300,杭州市,603300,非银金融,华铁应急,STK,SSE
SSE,603301,绍兴市,603301,医药生物,振德医疗,STK,SSE
SSE,603303,东阳市,603303,电子,得邦照明,STK,SSE
SSE,603305,宁波市,603305,汽车,旭升股份,STK,SSE
SSE,603306,厦门市,603306,汽车,华懋科技,STK,SSE
SSE,603308,合肥市,603308,机械设备,应流股份,STK,SSE
SSE,603309,广州市,603309,医药生物,维力医疗,STK,SSE
SSE,603311,诸暨市,603311,机械设备,金海环境,STK,SSE
SSE,603313,如皋市,603313,轻工制造,梦百合,STK,SSE
SSE,603315,鞍山市,603315,机械设备,福鞍股份,STK,SSE
SSE,603316,杭州市,603316,建筑装饰,诚邦股份,STK,SSE
SSE,603317,成都市,603317,食品饮料,天味食品,STK,SSE
SSE,603318,大连市,603318,机械设备,派思股份,STK,SSE
SSE,603319,衡阳市,603319,汽车,湘油泵,STK,SSE
SSE,603320,嵊州市,603320,电气设备,迪贝电气,STK,SSE
SSE,603321,绍兴市,603321,机械设备,梅轮电梯,STK,SSE
SSE,603322,广州市,603322,通信,超讯通信,STK,SSE
SSE,603323,苏州市,603323,银行,苏农银行,STK,SSE
SSE,603324,上海市,603324,机械设备-专用设备-环保设备,盛剑环境,STK,SSE
SSE,603326,南京市,603326,轻工制造,我乐家居,STK,SSE
SSE,603327,崇州市,603327,电子,福蓉科技,STK,SSE
SSE,603328,中山市,603328,电子,依顿电子,STK,SSE
SSE,603329,上海市,603329,交通运输,上海雅仕,STK,SSE
SSE,603330,上海市,603330,化工,上海天洋,STK,SSE
SSE,603331,台州市,603331,机械设备,百达精工,STK,SSE
SSE,603332,张家港市,603332,化工,苏州龙杰,STK,SSE
SSE,603333,乐山市,603333,电气设备,尚纬股份,STK,SSE
SSE,603335,台山市,603335,汽车,迪生力,STK,SSE
SSE,603336,汕头市,603336,农林牧渔,宏辉果蔬,STK,SSE
SSE,603337,台州市,603337,机械设备,杰克股份,STK,SSE
SSE,603338,湖州市,603338,机械设备,浙江鼎力,STK,SSE
SSE,603339,南通市,603339,机械设备,四方科技,STK,SSE
SSE,603345,厦门市,603345,食品饮料,安井食品,STK,SSE
SSE,603348,佛山市,603348,汽车,文灿股份,STK,SSE
SSE,603351,南京市,603351,医药生物,威尔药业,STK,SSE
SSE,603353,长沙市,603353,化工,和顺石油,STK,SSE
SSE,603355,苏州市,603355,家用电器,莱克电气,STK,SSE
SSE,603356,宣城市,603356,机械设备,华菱精工,STK,SSE
SSE,603357,合肥市,603357,建筑装饰,设计总院,STK,SSE
SSE,603358,靖江市,603358,汽车,华达科技,STK,SSE
SSE,603359,无锡市,603359,建筑装饰,东珠生态,STK,SSE
SSE,603360,大连市,603360,化工,百傲化学,STK,SSE
SSE,603363,漳州市,603363,农林牧渔,傲农生物,STK,SSE
SSE,603365,上海市,603365,纺织服装,水星家纺,STK,SSE
SSE,603366,连云港市,603366,家用电器,日出东方,STK,SSE
SSE,603367,济宁市,603367,医药生物,辰欣药业,STK,SSE
SSE,603368,柳州市,603368,医药生物,柳药股份,STK,SSE
SSE,603369,淮安市,603369,食品饮料,今世缘,STK,SSE
SSE,603377,北京市,603377,汽车,东方时尚,STK,SSE
SSE,603378,上海市,603378,化工,亚士创能,STK,SSE
SSE,603379,金华市,603379,化工,三美股份,STK,SSE
SSE,603380,苏州市,603380,电子,易德龙,STK,SSE
SSE,603383,福州市,603383,计算机,顶点软件,STK,SSE
SSE,603385,唐山市,603385,轻工制造,惠达卫浴,STK,SSE
SSE,603386,惠州市,603386,电子,广东骏亚,STK,SSE
SSE,603387,南京市,603387,医药生物,基蛋生物,STK,SSE
SSE,603388,杭州市,603388,建筑装饰,元成股份,STK,SSE
SSE,603389,南通市,603389,轻工制造,亚振家居,STK,SSE
SSE,603390,广州市,603390,汽车,通达电气,STK,SSE
SSE,603392,上海,603392,医药生物,万泰生物,STK,SSE
SSE,603393,乌鲁木齐市,603393,公用事业,新天然气,STK,SSE
SSE,603396,营口市,603396,电气设备,金辰股份,STK,SSE
SSE,603398,汕头市,603398,轻工制造,邦宝益智,STK,SSE
SSE,603399,凌海市,603399,有色金属,吉翔股份,STK,SSE
SSE,603408,厦门市,603408,轻工制造-家用轻工-其他家用轻工,建霖家居,STK,SSE
SSE,603416,无锡市,603416,电气设备,信捷电气,STK,SSE
SSE,603421,青岛市,603421,通信,鼎信通讯,STK,SSE
SSE,603429,安庆市,603429,轻工制造,集友股份,STK,SSE
SSE,603439,上海,603439,医药生物,贵州三力,STK,SSE
SSE,603444,厦门市,603444,传媒,吉比特,STK,SSE
SSE,603456,台州市,603456,医药生物,九洲药业,STK,SSE
SSE,603458,贵阳市,603458,建筑装饰,勘设股份,STK,SSE
SSE,603466,上海市,603466,建筑装饰,风语筑,STK,SSE
SSE,603477,乐山市,603477,纺织服装,振静股份,STK,SSE
SSE,603486,苏州市,603486,机械设备,科沃斯,STK,SSE
SSE,603488,无锡市,603488,机械设备,展鹏科技,STK,SSE
SSE,603489,苏州市,603489,电气设备,八方股份,STK,SSE
SSE,603496,上海市,603496,计算机,恒为科技,STK,SSE
SSE,603499,上海市,603499,轻工制造,翔港科技,STK,SSE
SSE,603500,台州市,603500,机械设备,祥和实业,STK,SSE
SSE,603501,上海市,603501,电子,韦尔股份,STK,SSE
SSE,603505,杭州市,603505,采掘,金石资源,STK,SSE
SSE,603506,杭州市,603506,房地产,南都物业,STK,SSE
SSE,603507,江阴市,603507,电气设备,振江股份,STK,SSE
SSE,603508,郑州市,603508,计算机,思维列控,STK,SSE
SSE,603511,北京市,603511,纺织服装-服装家纺-其他服装,爱慕股份,STK,SSE
SSE,603515,上海市,603515,电子,欧普照明,STK,SSE
SSE,603516,北京市,603516,计算机,淳中科技,STK,SSE
SSE,603517,长沙市,603517,食品饮料,绝味食品,STK,SSE
SSE,603518,南京市,603518,纺织服装,锦泓集团,STK,SSE
SSE,603519,宜兴市,603519,家用电器,立霸股份,STK,SSE
SSE,603520,台州市,603520,医药生物,司太立,STK,SSE
SSE,603527,芜湖市,603527,有色金属,众源新材,STK,SSE
SSE,603528,南京市,603528,计算机,多伦科技,STK,SSE
SSE,603529,天津市,603529,汽车-其他交运设备-其他交运设备,爱玛科技,STK,SSE
SSE,603530,南通市,603530,电气设备,神马电力,STK,SSE
SSE,603533,北京市,603533,传媒,掌阅科技,STK,SSE
SSE,603535,广州市,603535,交通运输,嘉诚国际,STK,SSE
SSE,603536,诸城市,603536,食品饮料,惠发食品,STK,SSE
SSE,603538,宁波市,603538,医药生物,美诺华,STK,SSE
SSE,603551,杭州市,603551,机械设备,奥普家居,STK,SSE
SSE,603555,晋江市,603555,纺织服装,贵人鸟,STK,SSE
SSE,603556,杭州市,603556,机械设备,海兴电力,STK,SSE
SSE,603557,丽水市,603557,纺织服装,起步股份,STK,SSE
SSE,603558,杭州市,603558,纺织服装,健盛集团,STK,SSE
SSE,603559,长春市,603559,通信,中通国脉,STK,SSE
SSE,603565,上海市,603565,交通运输-航运-航运,中谷物流,STK,SSE
SSE,603566,洛阳市,603566,农林牧渔,普莱柯,STK,SSE
SSE,603567,虎林市,603567,医药生物,珍宝岛,STK,SSE
SSE,603568,温州市,603568,公用事业,伟明环保,STK,SSE
SSE,603569,北京市,603569,交通运输,长久物流,STK,SSE
SSE,603577,胶州市,603577,电气设备,汇金通,STK,SSE
SSE,603578,湖州市,603578,家用电器,三星新材,STK,SSE
SSE,603579,上海市,603579,家用电器,荣泰健康,STK,SSE
SSE,603580,上海市,603580,化工,艾艾精工,STK,SSE
SSE,603583,绍兴市,603583,电气设备,捷昌驱动,STK,SSE
SSE,603585,江阴市,603585,化工,苏利股份,STK,SSE
SSE,603586,乐陵市,603586,汽车,金麒麟,STK,SSE
SSE,603587,上海市,603587,纺织服装,地素时尚,STK,SSE
SSE,603588,北京市,603588,公用事业,高能环境,STK,SSE
SSE,603589,淮北市,603589,食品饮料,口子窖,STK,SSE
SSE,603590,北京市,603590,医药生物,康辰药业,STK,SSE
SSE,603595,湖州市,603595,电子,东尼电子,STK,SSE
SSE,603596,芜湖市,603596,汽车,伯特利,STK,SSE
SSE,603598,北京市,603598,传媒,引力传媒,STK,SSE
SSE,603599,广德市,603599,化工,广信股份,STK,SSE
SSE,603600,湖州市,603600,轻工制造,永艺股份,STK,SSE
SSE,603601,重庆市,603601,化工,再升科技,STK,SSE
SSE,603602,杭州市,603602,通信,纵横通信,STK,SSE
SSE,603603,北京市,603603,公用事业,博天环境,STK,SSE
SSE,603605,杭州市,603605,化工,珀莱雅,STK,SSE
SSE,603606,宁波市,603606,电气设备,东方电缆,STK,SSE
SSE,603607,绍兴市,603607,轻工制造,京华激光,STK,SSE
SSE,603608,广州市,603608,纺织服装,天创时尚,STK,SSE
SSE,603609,沈阳市,603609,农林牧渔,禾丰牧业,STK,SSE
SSE,603610,嘉兴市,603610,轻工制造,麒盛科技,STK,SSE
SSE,603611,湖州市,603611,机械设备,诺力股份,STK,SSE
SSE,603612,德州市,603612,有色金属,索通发展,STK,SSE
SSE,603613,北京市,603613,传媒,国联股份,STK,SSE
SSE,603615,福州市,603615,化工,茶花股份,STK,SSE
SSE,603616,北京市,603616,建筑材料,韩建河山,STK,SSE
SSE,603617,宁波市,603617,机械设备,君禾股份,STK,SSE
SSE,603618,杭州市,603618,电气设备,杭电股份,STK,SSE
SSE,603619,上海市,603619,采掘,中曼石油,STK,SSE
SSE,603626,昆山市,603626,机械设备,科森科技,STK,SSE
SSE,603628,厦门市,603628,电气设备,清源股份,STK,SSE
SSE,603629,宜兴市,603629,电子,利通电子,STK,SSE
SSE,603630,汕头市,603630,化工,拉芳家化,STK,SSE
SSE,603633,上海市,603633,电子,徕木股份,STK,SSE
SSE,603636,泉州市,603636,计算机,南威软件,STK,SSE
SSE,603637,宁波市,603637,建筑装饰,镇海股份,STK,SSE
SSE,603638,烟台市,603638,机械设备,艾迪精密,STK,SSE
SSE,603639,青岛市,603639,化工,海利尔,STK,SSE
SSE,603648,上海市,603648,交通运输,畅联股份,STK,SSE
SSE,603650,上海市,603650,化工,彤程新材,STK,SSE
SSE,603655,常州市,603655,汽车,朗博科技,STK,SSE
SSE,603656,合肥市,603656,机械设备,泰禾光电,STK,SSE
SSE,603657,金华市,603657,家用电器,春光科技,STK,SSE
SSE,603658,郑州市,603658,医药生物,安图生物,STK,SSE
SSE,603659,上海市,603659,电子,璞泰来,STK,SSE
SSE,603660,苏州市,603660,计算机,苏州科达,STK,SSE
SSE,603661,湖州市,603661,轻工制造,恒林股份,STK,SSE
SSE,603662,宁波市,603662,机械设备,柯力传感,STK,SSE
SSE,603663,宁德市,603663,有色金属,三祥新材,STK,SSE
SSE,603665,绍兴市,603665,纺织服装,康隆达,STK,SSE
SSE,603666,南京市,603666,机械设备,亿嘉和,STK,SSE
SSE,603667,绍兴市,603667,机械设备,五洲新春,STK,SSE
SSE,603668,福清市,603668,农林牧渔,天马科技,STK,SSE
SSE,603669,山南市,603669,医药生物,灵康药业,STK,SSE
SSE,603676,拉萨市,603676,医药生物,卫信康,STK,SSE
SSE,603677,宁波市,603677,家用电器,奇精机械,STK,SSE
SSE,603678,泉州市,603678,电子,火炬电子,STK,SSE
SSE,603679,成都市,603679,电子,华体科技,STK,SSE
SSE,603680,常州市,603680,机械设备,今创集团,STK,SSE
SSE,603681,上海市,603681,化工,永冠新材,STK,SSE
SSE,603682,上海市,603682,商业贸易,锦和商业,STK,SSE
SSE,603683,上海市,603683,化工,晶华新材,STK,SSE
SSE,603685,海宁市,603685,电子,晨丰科技,STK,SSE
SSE,603686,龙岩市,603686,机械设备,龙马环卫,STK,SSE
SSE,603687,杭州市,603687,轻工制造,大胜达,STK,SSE
SSE,603688,连云港市,603688,有色金属,石英股份,STK,SSE
SSE,603689,合肥市,603689,公用事业,皖天然气,STK,SSE
SSE,603690,上海市,603690,机械设备,至纯科技,STK,SSE
SSE,603693,南京市,603693,公用事业,江苏新能,STK,SSE
SSE,603696,泉州市,603696,食品饮料,安记食品,STK,SSE
SSE,603697,重庆市,603697,食品饮料,有友食品,STK,SSE
SSE,603698,北京市,603698,建筑装饰,航天工程,STK,SSE
SSE,603699,苏州市,603699,机械设备,纽威股份,STK,SSE
SSE,603700,宁波市,603700,机械设备,宁水集团,STK,SSE
SSE,603701,湖州市,603701,汽车,德宏股份,STK,SSE
SSE,603703,绍兴市,603703,通信,盛洋科技,STK,SSE
SSE,603706,昌吉市,603706,公用事业,东方环宇,STK,SSE
SSE,603707,南京市,603707,医药生物,健友股份,STK,SSE
SSE,603708,威海市,603708,商业贸易,家家悦,STK,SSE
SSE,603709,湖州市,603709,轻工制造,中源家居,STK,SSE
SSE,603711,湖州市,603711,食品饮料,香飘飘,STK,SSE
SSE,603712,天津市,603712,通信,七一二,STK,SSE
SSE,603713,上海市,603713,交通运输,密尔克卫,STK,SSE
SSE,603716,武汉市,603716,医药生物,塞力斯,STK,SSE
SSE,603717,重庆市,603717,建筑装饰,天域生态,STK,SSE
SSE,603718,上海市,603718,农林牧渔,海利生物,STK,SSE
SSE,603719,武汉市,603719,食品饮料,良品铺子,STK,SSE
SSE,603721,长沙市,603721,传媒,中广天择,STK,SSE
SSE,603722,无锡市,603722,化工,阿科力,STK,SSE
SSE,603725,佛山市,603725,化工,天安新材,STK,SSE
SSE,603726,余姚市,603726,家用电器,朗迪集团,STK,SSE
SSE,603727,天津市,603727,采掘,博迈科,STK,SSE
SSE,603728,上海市,603728,电气设备,鸣志电器,STK,SSE
SSE,603729,上海市,603729,传媒,龙韵股份,STK,SSE
SSE,603730,上海市,603730,汽车,岱美股份,STK,SSE
SSE,603733,衢州市,603733,轻工制造,仙鹤股份,STK,SSE
SSE,603737,莆田市,603737,化工,三棵树,STK,SSE
SSE,603738,随州市,603738,电子,泰晶科技,STK,SSE
SSE,603739,青岛市,603739,农林牧渔,蔚蓝生物,STK,SSE
SSE,603755,青岛市,603755,食品饮料,日辰股份,STK,SSE
SSE,603757,温岭市,603757,机械设备,大元泵业,STK,SSE
SSE,603758,重庆市,603758,汽车,秦安股份,STK,SSE
SSE,603759,成都市,603759,公用事业-水务-水务,海天股份,STK,SSE
SSE,603766,重庆市,603766,汽车,隆鑫通用,STK,SSE
SSE,603767,温岭市,603767,汽车,中马传动,STK,SSE
SSE,603768,合肥市,603768,汽车,常青股份,STK,SSE
SSE,603773,新余市,603773,电子,沃格光电,STK,SSE
SSE,603776,常州市,603776,汽车,永安行,STK,SSE
SSE,603777,上海市,603777,食品饮料,来伊份,STK,SSE
SSE,603778,北京市,603778,建筑装饰,乾景园林,STK,SSE
SSE,603779,龙口市,603779,食品饮料,ST威龙,STK,SSE
SSE,603786,上海市,603786,汽车,科博达,STK,SSE
SSE,603787,无锡市,603787,汽车,新日股份,STK,SSE
SSE,603788,宁波市,603788,汽车,宁波高发,STK,SSE
SSE,603789,湖州市,603789,机械设备,星光农机,STK,SSE
SSE,603790,上海市,603790,化工,雅运股份,STK,SSE
SSE,603797,汕头市,603797,公用事业,联泰环保,STK,SSE
SSE,603798,青岛市,603798,化工,康普顿,STK,SSE
SSE,603799,桐乡市,603799,有色金属,华友钴业,STK,SSE
SSE,603800,苏州市,603800,机械设备,道森股份,STK,SSE
SSE,603801,合肥市,603801,轻工制造,志邦家居,STK,SSE
SSE,603803,北京市,603803,通信,瑞斯康达,STK,SSE
SSE,603806,杭州市,603806,电气设备,福斯特,STK,SSE
SSE,603808,深圳市,603808,纺织服装,歌力思,STK,SSE
SSE,603809,成都市,603809,汽车,豪能股份,STK,SSE
SSE,603810,盐城市,603810,化工,丰山集团,STK,SSE
SSE,603811,温州市,603811,医药生物,诚意药业,STK,SSE
SSE,603813,广州市,603813,交通运输,原尚股份,STK,SSE
SSE,603815,合肥市,603815,建筑装饰,交建股份,STK,SSE
SSE,603816,杭州市,603816,轻工制造,顾家家居,STK,SSE
SSE,603817,福州市,603817,公用事业,海峡环保,STK,SSE
SSE,603818,北京市,603818,轻工制造,曲美家居,STK,SSE
SSE,603819,常州市,603819,电气设备,神力股份,STK,SSE
SSE,603822,桐乡市,603822,化工,嘉澳环保,STK,SSE
SSE,603823,杭州市,603823,化工,百合花,STK,SSE
SSE,603825,北京市,603825,传媒,华扬联众,STK,SSE
SSE,603826,福清市,603826,有色金属,坤彩科技,STK,SSE
SSE,603828,苏州市,603828,建筑装饰,柯利达,STK,SSE
SSE,603829,常州市,603829,电气设备,洛凯股份,STK,SSE
SSE,603833,广州市,603833,轻工制造,欧派家居,STK,SSE
SSE,603836,青岛市,603836,交通运输-物流-物流,海程邦达,STK,SSE
SSE,603838,潮州市,603838,轻工制造,四通股份,STK,SSE
SSE,603839,海宁市,603839,纺织服装,安正时尚,STK,SSE
SSE,603843,西宁市,603843,建筑装饰,正平股份,STK,SSE
SSE,603848,广州市,603848,轻工制造,好太太,STK,SSE
SSE,603855,上海市,603855,机械设备,华荣股份,STK,SSE
SSE,603856,曲阜市,603856,建筑材料,东宏股份,STK,SSE
SSE,603858,菏泽市,603858,医药生物,步长制药,STK,SSE
SSE,603859,北京市,603859,电气设备,能科股份,STK,SSE
SSE,603860,北京市,603860,建筑装饰,中公高科,STK,SSE
SSE,603861,广州市,603861,电气设备,白云电器,STK,SSE
SSE,603863,汕头市,603863,轻工制造,松炀资源,STK,SSE
SSE,603866,沈阳市,603866,食品饮料,桃李面包,STK,SSE
SSE,603867,建德市,603867,化工,新化股份,STK,SSE
SSE,603868,上海市,603868,家用电器,飞科电器,STK,SSE
SSE,603869,北海市,603869,计算机,新智认知,STK,SSE
SSE,603871,北京市,603871,交通运输,嘉友国际,STK,SSE
SSE,603876,镇江市,603876,有色金属,鼎胜新材,STK,SSE
SSE,603877,宁波市,603877,纺织服装,太平鸟,STK,SSE
SSE,603878,常州市,603878,钢铁,武进不锈,STK,SSE
SSE,603879,泉州市,603879,化工,永悦科技,STK,SSE
SSE,603880,常州市,603880,医药生物,南卫股份,STK,SSE
SSE,603881,上海市,603881,计算机,数据港,STK,SSE
SSE,603882,广州市,603882,医药生物,金域医学,STK,SSE
SSE,603883,长沙市,603883,医药生物,老百姓,STK,SSE
SSE,603885,上海市,603885,交通运输,吉祥航空,STK,SSE
SSE,603886,上海市,603886,食品饮料,元祖股份,STK,SSE
SSE,603887,上海市,603887,建筑装饰,城地股份,STK,SSE
SSE,603888,北京市,603888,传媒,新华网,STK,SSE
SSE,603889,桐乡市,603889,纺织服装,新澳股份,STK,SSE
SSE,603890,昆山市,603890,电子,春秋电子,STK,SSE
SSE,603893,福州市,603893,电子,瑞芯微,STK,SSE
SSE,603895,上海市,603895,机械设备,天永智能,STK,SSE
SSE,603896,金华市,603896,医药生物,寿仙谷,STK,SSE
SSE,603897,湖州市,603897,电气设备,长城科技,STK,SSE
SSE,603898,广州市,603898,轻工制造,好莱客,STK,SSE
SSE,603899,上海市,603899,轻工制造,晨光文具,STK,SSE
SSE,603900,南京市,603900,商业贸易,莱绅通灵,STK,SSE
SSE,603901,杭州市,603901,机械设备,永创智能,STK,SSE
SSE,603903,北京市,603903,公用事业,中持股份,STK,SSE
SSE,603906,南京市,603906,化工,龙蟠科技,STK,SSE
SSE,603908,衢州市,603908,纺织服装,牧高笛,STK,SSE
SSE,603909,厦门市,603909,建筑装饰,合诚股份,STK,SSE
SSE,603912,南京市,603912,机械设备,佳力图,STK,SSE
SSE,603915,常州市,603915,机械设备,国茂股份,STK,SSE
SSE,603916,南京市,603916,化工,苏博特,STK,SSE
SSE,603917,宁波市,603917,汽车,合力科技,STK,SSE
SSE,603918,上海市,603918,计算机,金桥信息,STK,SSE
SSE,603919,陇南市,603919,食品饮料,金徽酒,STK,SSE
SSE,603920,鹤山市,603920,电子,世运电路,STK,SSE
SSE,603922,张家港市,603922,汽车,金鸿顺,STK,SSE
SSE,603926,杭州市,603926,汽车,铁流股份,STK,SSE
SSE,603927,北京市,603927,计算机,中科软,STK,SSE
SSE,603928,苏州市,603928,化工,兴业股份,STK,SSE
SSE,603929,苏州市,603929,建筑装饰,亚翔集成,STK,SSE
SSE,603931,杭州市,603931,电子-其他电子-其他电子,格林达,STK,SSE
SSE,603933,福州市,603933,电子,睿能科技,STK,SSE
SSE,603936,梅州市,603936,电子,博敏电子,STK,SSE
SSE,603937,常州市,603937,建筑材料,丽岛新材,STK,SSE
SSE,603938,唐山市,603938,化工,三孚股份,STK,SSE
SSE,603939,常德市,603939,医药生物,益丰药房,STK,SSE
SSE,603948,建德市,603948,化工,建业股份,STK,SSE
SSE,603949,宁波市,603949,化工,雪龙集团,STK,SSE
SSE,603950,襄阳市,603950,汽车-汽车零部件-汽车零部件,长源东谷,STK,SSE
SSE,603955,南京市,603955,建筑装饰,大千生态,STK,SSE
SSE,603956,上海市,603956,机械设备,威派格,STK,SSE
SSE,603958,昆山市,603958,纺织服装,哈森股份,STK,SSE
SSE,603959,岳阳市,603959,建筑装饰,百利科技,STK,SSE
SSE,603960,上海市,603960,机械设备,克来机电,STK,SSE
SSE,603963,大理市,603963,医药生物,大理药业,STK,SSE
SSE,603966,苏州市,603966,机械设备,法兰泰克,STK,SSE
SSE,603967,青岛市,603967,交通运输,中创物流,STK,SSE
SSE,603968,南通市,603968,化工,醋化股份,STK,SSE
SSE,603969,天津市,603969,机械设备,银龙股份,STK,SSE
SSE,603970,北京市,603970,化工,中农立华,STK,SSE
SSE,603976,重庆市,603976,医药生物,正川股份,STK,SSE
SSE,603977,南昌市,603977,化工,国泰集团,STK,SSE
SSE,603978,深圳市,603978,有色金属,深圳新星,STK,SSE
SSE,603979,北京市,603979,采掘,金诚信,STK,SSE
SSE,603980,杭州市,603980,化工,吉华集团,STK,SSE
SSE,603982,南京市,603982,汽车,泉峰汽车,STK,SSE
SSE,603983,广州市,603983,化工,丸美股份,STK,SSE
SSE,603985,江阴市,603985,机械设备,恒润股份,STK,SSE
SSE,603986,北京市,603986,电子,兆易创新,STK,SSE
SSE,603987,上海市,603987,医药生物,康德莱,STK,SSE
SSE,603988,无锡市,603988,电气设备,中电电机,STK,SSE
SSE,603989,益阳市,603989,电子,艾华集团,STK,SSE
SSE,603990,苏州市,603990,计算机,麦迪科技,STK,SSE
SSE,603991,上海市,603991,化工,至正股份,STK,SSE
SSE,603992,厦门市,603992,轻工制造,松霖科技,STK,SSE
SSE,603993,洛阳市,603993,有色金属,洛阳钼业,STK,SSE
SSE,603995,兰溪市,603995,钢铁,甬金股份,STK,SSE
SSE,603996,台州市,603996,家用电器,ST中新,STK,SSE
SSE,603997,宁波市,603997,汽车,继峰股份,STK,SSE
SSE,603998,长沙市,603998,医药生物,方盛制药,STK,SSE
SSE,603999,兰州市,603999,传媒,读者传媒,STK,SSE
SSE,605001,青岛市,605001,机械设备-运输设备-铁路设备,威奥股份,STK,SSE
SSE,605003,杭州市,605003,纺织服装-服装家纺-家纺,众望布艺,STK,SSE
SSE,605005,温州市,605005,汽车-汽车零部件-汽车零部件,合兴股份,STK,SSE
SSE,605006,临沂市,605006,化工-化学制品-玻纤,山东玻纤,STK,SSE
SSE,605007,衢州市,605007,轻工制造-造纸-造纸,五洲特纸,STK,SSE
SSE,605008,宁波市,605008,化工-塑料-其他塑料制品,长鸿高科,STK,SSE
SSE,605009,杭州市,605009,轻工制造-造纸-造纸,豪悦护理,STK,SSE
SSE,605011,杭州市,605011,公用事业-电力-热电,杭州热电,STK,SSE
SSE,605016,德州市,605016,农林牧渔-农产品加工-其他农产品加工,百龙创园,STK,SSE
SSE,605018,宁波市,605018,汽车-汽车零部件-汽车零部件,长华股份,STK,SSE
SSE,605020,衢州市,605020,化工-化学制品-氟化工及制冷剂,永和股份,STK,SSE
SSE,605028,宁波市,605028,公用事业-电力-热电,世茂能源,STK,SSE
SSE,605033,渭南市,605033,化工-化学制品-农药,美邦股份,STK,SSE
SSE,605050,上海市,605050,交通运输-物流-物流,福然德,STK,SSE
SSE,605055,绍兴市,605055,纺织服装-纺织制造-印染,迎丰股份,STK,SSE
SSE,605056,杭州市,605056,机械设备-仪器仪表-仪器仪表,咸亨国际,STK,SSE
SSE,605058,常州市,605058,电子-元件-印制电路板,澳弘电子,STK,SSE
SSE,605060,杭州市,605060,机械设备-通用机械-机械基础件,联德股份,STK,SSE
SSE,605066,温州市,605066,电气设备-高低压设备-低压设备,天正电气,STK,SSE
SSE,605068,嘉兴市,605068,汽车-汽车零部件-汽车零部件,明新旭腾,STK,SSE
SSE,605069,北京市,605069,公用事业-环保工程及服务-环保工程及服务,正和生态,STK,SSE
SSE,605077,衢州市,605077,食品饮料-食品加工-食品综合,华康股份,STK,SSE
SSE,605080,台州市,605080,纺织服装-纺织制造-其他纺织,浙江自然,STK,SSE
SSE,605081,上海市,605081,建筑装饰-园林工程-园林工程,太和水,STK,SSE
SSE,605086,龙岩市,605086,采掘-其他采掘-其他采掘,龙高股份,STK,SSE
SSE,605088,温州市,605088,汽车-汽车零部件-汽车零部件,冠盛股份,STK,SSE
SSE,605089,苏州市,605089,食品饮料-食品加工-食品综合,味知香,STK,SSE
SSE,605090,赣州市,605090,公用事业-燃气-燃气,九丰能源,STK,SSE
SSE,605098,上海市,605098,综合-综合-综合,行动教育,STK,SSE
SSE,605099,淮安市,605099,轻工制造-其他轻工制造-其他轻工制造,共创草坪,STK,SSE
SSE,605100,潍坊市,605100,机械设备-通用机械-机械基础件,华丰股份,STK,SSE
SSE,605108,合肥市,605108,休闲服务-餐饮-餐饮,同庆楼,STK,SSE
SSE,605111,无锡市,605111,电子-半导体-分立器件,新洁能,STK,SSE
SSE,605116,台州市,605116,医药生物-化学制药-化学原料药,奥锐特,STK,SSE
SSE,605117,宁波市,605117,家用电器-白色家电-家电零部件,德业股份,STK,SSE
SSE,605118,厦门市,605118,电子-光学光电子-光学元件,力鼎光电,STK,SSE
SSE,605122,重庆市,605122,建筑材料-其他建材-其他建材,四方新材,STK,SSE
SSE,605123,无锡市,605123,国防军工-航空装备-航空装备,派克新材,STK,SSE
SSE,605128,上海市,605128,汽车-汽车零部件-汽车零部件,上海沿浦,STK,SSE
SSE,605133,扬州市,605133,汽车-汽车零部件-汽车零部件,嵘泰股份,STK,SSE
SSE,605136,上海市,605136,传媒-营销传播-营销服务,丽人丽妆,STK,SSE
SSE,605138,绍兴市,605138,纺织服装-服装家纺-其他服装,盛泰集团,STK,SSE
SSE,605151,上海市,605151,交通运输-物流-物流,西上海,STK,SSE
SSE,605155,绍兴市,605155,化工-化学制品-其他化学制品,西大门,STK,SSE
SSE,605158,杭州市,605158,建筑材料-其他建材-其他建材,华达新材,STK,SSE
SSE,605162,绍兴市,605162,公用事业-电力-热电,新中港,STK,SSE
SSE,605166,杭州市,605166,化工-化学纤维-其他纤维,聚合顺,STK,SSE
