exch,contract,name,code,product,maxlimitqty,maxmarketqty,exchg
NYM,CL13N,NYMWTI原油1307,CL13N,CL,500,500,NYM
NYM,CL13Q,NYMWTI原油1308,CL13Q,CL,500,500,NYM
NYM,CL13U,NYMWTI原油1309,CL13U,CL,500,500,NYM
NYM,CL13V,NYMWTI原油1310,CL13V,CL,500,500,NYM
NYM,CL13X,NYMWTI原油1311,CL13X,CL,500,500,NYM
NYM,CL13Z,NYMWTI原油1312,CL13Z,CL,500,500,NYM
NYM,CL14F,NYMWTI原油1401,CL14F,CL,500,500,NYM
NYM,CL14G,NYMWTI原油1402,CL14G,CL,500,500,NYM
NYM,CL14H,NYMWTI原油1403,CL14H,CL,500,500,NYM
NYM,CL14J,NYMWTI原油1404,CL14J,CL,500,500,NYM
NYM,CL14K,NYMWTI原油1405,CL14K,CL,500,500,NYM
NYM,CL14M,NYMWTI原油1406,CL14M,CL,500,500,NYM
NYM,CL14N,NYMWTI原油1407,CL14N,CL,500,500,NYM
NYM,CL14Q,NYMWTI原油1408,CL14Q,CL,500,500,NYM
NYM,CL14U,NYMWTI原油1409,CL14U,CL,500,500,NYM
NYM,CL14V,NYMWTI原油1410,CL14V,CL,500,500,NYM
NYM,CL14X,NYMWTI原油1411,CL14X,CL,500,500,NYM
NYM,CL14Z,NYMWTI原油1412,CL14Z,CL,500,500,NYM
NYM,CL15F,NYMWTI原油1501,CL15F,CL,500,500,NYM
NYM,CL15G,NYMWTI原油1502,CL15G,CL,500,500,NYM
NYM,CL15H,NYMWTI原油1503,CL15H,CL,500,500,NYM
NYM,CL15J,NYMWTI原油1504,CL15J,CL,500,500,NYM
NYM,CL15K,NYMWTI原油1505,CL15K,CL,500,500,NYM
NYM,CL15M,NYMWTI原油1506,CL15M,CL,500,500,NYM
NYM,CL15N,NYMWTI原油1507,CL15N,CL,500,500,NYM
NYM,CL15Q,NYMWTI原油1508,CL15Q,CL,500,500,NYM
NYM,CL15U,NYMWTI原油1509,CL15U,CL,500,500,NYM
NYM,CL15V,NYMWTI原油1510,CL15V,CL,500,500,NYM
NYM,CL15X,NYMWTI原油1511,CL15X,CL,500,500,NYM
NYM,CL15Z,NYMWTI原油1512,CL15Z,CL,500,500,NYM
NYM,CL16F,NYMWTI原油1601,CL16F,CL,500,500,NYM
NYM,CL16G,NYMWTI原油1602,CL16G,CL,500,500,NYM
NYM,CL16H,NYMWTI原油1603,CL16H,CL,500,500,NYM
NYM,CL16J,NYMWTI原油1604,CL16J,CL,500,500,NYM
NYM,CL16K,NYMWTI原油1605,CL16K,CL,500,500,NYM
NYM,CL16M,NYMWTI原油1606,CL16M,CL,500,500,NYM
NYM,CL16N,NYMWTI原油1607,CL16N,CL,500,500,NYM
NYM,CL16Q,NYMWTI原油1608,CL16Q,CL,500,500,NYM
NYM,CL16U,NYMWTI原油1609,CL16U,CL,500,500,NYM
NYM,CL16V,NYMWTI原油1610,CL16V,CL,500,500,NYM
NYM,CL16X,NYMWTI原油1611,CL16X,CL,500,500,NYM
NYM,CL16Z,NYMWTI原油1612,CL16Z,CL,500,500,NYM
NYM,CL17F,NYMWTI原油1701,CL17F,CL,500,500,NYM
NYM,CL17G,NYMWTI原油1702,CL17G,CL,500,500,NYM
NYM,CL17H,NYMWTI原油1703,CL17H,CL,500,500,NYM
NYM,CL17J,NYMWTI原油1704,CL17J,CL,500,500,NYM
NYM,CL17K,NYMWTI原油1705,CL17K,CL,500,500,NYM
NYM,CL17M,NYMWTI原油1706,CL17M,CL,500,500,NYM
NYM,CL17N,NYMWTI原油1707,CL17N,CL,500,500,NYM
NYM,CL17Q,NYMWTI原油1708,CL17Q,CL,500,500,NYM
NYM,CL17U,NYMWTI原油1709,CL17U,CL,500,500,NYM
NYM,CL17V,NYMWTI原油1710,CL17V,CL,500,500,NYM
NYM,CL17X,NYMWTI原油1711,CL17X,CL,500,500,NYM
NYM,CL17Z,NYMWTI原油1712,CL17Z,CL,500,500,NYM
NYM,CL18F,NYMWTI原油1801,CL18F,CL,500,500,NYM
NYM,CL18G,NYMWTI原油1802,CL18G,CL,500,500,NYM
NYM,CL18H,NYMWTI原油1803,CL18H,CL,500,500,NYM
NYM,CL18J,NYMWTI原油1804,CL18J,CL,500,500,NYM
NYM,CL18K,NYMWTI原油1805,CL18K,CL,500,500,NYM
NYM,CL18M,NYMWTI原油1806,CL18M,CL,500,500,NYM
NYM,CL18N,NYMWTI原油1807,CL18N,CL,500,500,NYM
NYM,CL18Q,NYMWTI原油1808,CL18Q,CL,500,500,NYM
NYM,CL18U,NYMWTI原油1809,CL18U,CL,500,500,NYM
NYM,CL18V,NYMWTI原油1810,CL18V,CL,500,500,NYM
NYM,CL18X,NYMWTI原油1811,CL18X,CL,500,500,NYM
NYM,CL18Z,NYMWTI原油1812,CL18Z,CL,500,500,NYM
NYM,CL19F,NYMWTI原油1901,CL19F,CL,500,500,NYM
NYM,CL19G,NYMWTI原油1902,CL19G,CL,500,500,NYM
NYM,CL19H,NYMWTI原油1903,CL19H,CL,500,500,NYM
NYM,CL19J,NYMWTI原油1904,CL19J,CL,500,500,NYM
NYM,CL19K,NYMWTI原油1905,CL19K,CL,500,500,NYM
NYM,CL19M,NYMWTI原油1906,CL19M,CL,500,500,NYM
NYM,CL19N,NYMWTI原油1907,CL19N,CL,500,500,NYM
NYM,CL19Q,NYMWTI原油1908,CL19Q,CL,500,500,NYM
NYM,CL19U,NYMWTI原油1909,CL19U,CL,500,500,NYM
NYM,CL19V,NYMWTI原油1910,CL19V,CL,500,500,NYM
NYM,CL19X,NYMWTI原油1911,CL19X,CL,500,500,NYM
NYM,CL19Z,NYMWTI原油1912,CL19Z,CL,500,500,NYM
NYM,CL20F,NYMWTI原油2001,CL20F,CL,500,500,NYM
NYM,CL20G,NYMWTI原油2002,CL20G,CL,500,500,NYM
NYM,CL20H,NYMWTI原油2003,CL20H,CL,500,500,NYM
NYM,CL20J,NYMWTI原油2004,CL20J,CL,500,500,NYM
NYM,CL20K,NYMWTI原油2005,CL20K,CL,500,500,NYM
NYM,CL20M,NYMWTI原油2006,CL20M,CL,500,500,NYM
NYM,CL20N,NYMWTI原油2007,CL20N,CL,500,500,NYM
NYM,CL20Q,NYMWTI原油2008,CL20Q,CL,500,500,NYM
NYM,CL20U,NYMWTI原油2009,CL20U,CL,500,500,NYM
NYM,CL20V,NYMWTI原油2010,CL20V,CL,500,500,NYM
NYM,CL20X,NYMWTI原油2011,CL20X,CL,500,500,NYM
NYM,CL20Z,NYMWTI原油2012,CL20Z,CL,500,500,NYM
NYM,CL21F,NYMWTI原油2101,CL21F,CL,500,500,NYM
NYM,CL21G,NYMWTI原油2102,CL21G,CL,500,500,NYM
NYM,CL21H,NYMWTI原油2103,CL21H,CL,500,500,NYM
NYM,CL21J,NYMWTI原油2104,CL21J,CL,500,500,NYM
NYM,CL21K,NYMWTI原油2105,CL21K,CL,500,500,NYM
NYM,CL21M,NYMWTI原油2106,CL21M,CL,500,500,NYM
NYM,CL21N,NYMWTI原油2107,CL21N,CL,500,500,NYM
NYM,CL21Q,NYMWTI原油2108,CL21Q,CL,500,500,NYM
NYM,CL21U,NYMWTI原油2109,CL21U,CL,500,500,NYM
NYM,CL21V,NYMWTI原油2110,CL21V,CL,500,500,NYM
NYM,CL21X,NYMWTI原油2111,CL21X,CL,500,500,NYM
NYM,CL21Z,NYMWTI原油2112,CL21Z,CL,500,500,NYM
NYM,CL22F,NYMWTI原油2201,CL22F,CL,500,500,NYM
NYM,CL22G,NYMWTI原油2202,CL22G,CL,500,500,NYM
NYM,CL22H,NYMWTI原油2203,CL22H,CL,500,500,NYM
NYM,CL22J,NYMWTI原油2204,CL22J,CL,500,500,NYM
NYM,CL22K,NYMWTI原油2205,CL22K,CL,500,500,NYM
NYM,CL22M,NYMWTI原油2206,CL22M,CL,500,500,NYM
NYM,CL22N,NYMWTI原油2207,CL22N,CL,500,500,NYM
NYM,CL22Q,NYMWTI原油2208,CL22Q,CL,500,500,NYM
NYM,CL22U,NYMWTI原油2209,CL22U,CL,500,500,NYM
NYM,CL22V,NYMWTI原油2210,CL22V,CL,500,500,NYM
NYM,CL22X,NYMWTI原油2211,CL22X,CL,500,500,NYM
NYM,CL22Z,NYMWTI原油2212,CL22Z,CL,500,500,NYM
NYM,CL23F,NYMWTI原油2301,CL23F,CL,500,500,NYM
NYM,CL23G,NYMWTI原油2302,CL23G,CL,500,500,NYM
NYM,CL23H,NYMWTI原油2303,CL23H,CL,500,500,NYM
NYM,CL23J,NYMWTI原油2304,CL23J,CL,500,500,NYM
NYM,CL23K,NYMWTI原油2305,CL23K,CL,500,500,NYM
NYM,CL23M,NYMWTI原油2306,CL23M,CL,500,500,NYM
NYM,CL23N,NYMWTI原油2307,CL23N,CL,500,500,NYM
NYM,CL23Q,NYMWTI原油2308,CL23Q,CL,500,500,NYM
NYM,CL23U,NYMWTI原油2309,CL23U,CL,500,500,NYM
NYM,CL23V,NYMWTI原油2310,CL23V,CL,500,500,NYM
NYM,CL23X,NYMWTI原油2311,CL23X,CL,500,500,NYM
NYM,CL23Z,NYMWTI原油2312,CL23Z,CL,500,500,NYM
NYM,CL24F,NYMWTI原油2401,CL24F,CL,500,500,NYM
NYM,CL24G,NYMWTI原油2402,CL24G,CL,500,500,NYM
NYM,CL24H,NYMWTI原油2403,CL24H,CL,500,500,NYM
NYM,CL24J,NYMWTI原油2404,CL24J,CL,500,500,NYM
NYM,CL24K,NYMWTI原油2405,CL24K,CL,500,500,NYM
NYM,CL24M,NYMWTI原油2406,CL24M,CL,500,500,NYM
NYM,CL24N,NYMWTI原油2407,CL24N,CL,500,500,NYM
NYM,CL24Q,NYMWTI原油2408,CL24Q,CL,500,500,NYM
NYM,CL24U,NYMWTI原油2409,CL24U,CL,500,500,NYM
NYM,CL24V,NYMWTI原油2410,CL24V,CL,500,500,NYM
NYM,CL24X,NYMWTI原油2411,CL24X,CL,500,500,NYM
NYM,CL24Z,NYMWTI原油2412,CL24Z,CL,500,500,NYM
NYM,CL25F,NYMWTI原油2501,CL25F,CL,500,500,NYM
NYM,CL25G,NYMWTI原油2502,CL25G,CL,500,500,NYM
NYM,CL25H,NYMWTI原油2503,CL25H,CL,500,500,NYM
NYM,CL25J,NYMWTI原油2504,CL25J,CL,500,500,NYM
NYM,CL25K,NYMWTI原油2505,CL25K,CL,500,500,NYM
NYM,CL25M,NYMWTI原油2506,CL25M,CL,500,500,NYM
NYM,CL25N,NYMWTI原油2507,CL25N,CL,500,500,NYM
NYM,CL25Q,NYMWTI原油2508,CL25Q,CL,500,500,NYM
NYM,CL25U,NYMWTI原油2509,CL25U,CL,500,500,NYM
NYM,CL25V,NYMWTI原油2510,CL25V,CL,500,500,NYM
NYM,CL25X,NYMWTI原油2511,CL25X,CL,500,500,NYM
NYM,CL25Z,NYMWTI原油2512,CL25Z,CL,500,500,NYM
NYM,CL26F,NYMWTI原油2601,CL26F,CL,500,500,NYM
NYM,CL26G,NYMWTI原油2602,CL26G,CL,500,500,NYM
NYM,CL26H,NYMWTI原油2603,CL26H,CL,500,500,NYM
NYM,CL26J,NYMWTI原油2604,CL26J,CL,500,500,NYM
NYM,CL26K,NYMWTI原油2605,CL26K,CL,500,500,NYM
NYM,CL26M,NYMWTI原油2606,CL26M,CL,500,500,NYM
NYM,CL26N,NYMWTI原油2607,CL26N,CL,500,500,NYM
NYM,CL26Q,NYMWTI原油2608,CL26Q,CL,500,500,NYM
NYM,CL26U,NYMWTI原油2609,CL26U,CL,500,500,NYM
NYM,CL26V,NYMWTI原油2610,CL26V,CL,500,500,NYM
NYM,CL26X,NYMWTI原油2611,CL26X,CL,500,500,NYM
NYM,CL26Z,NYMWTI原油2612,CL26Z,CL,500,500,NYM
NYM,CL27F,NYMWTI原油2701,CL27F,CL,500,500,NYM
NYM,CL27G,NYMWTI原油2702,CL27G,CL,500,500,NYM
NYM,CL27H,NYMWTI原油2703,CL27H,CL,500,500,NYM
NYM,CL27J,NYMWTI原油2704,CL27J,CL,500,500,NYM
NYM,CL27K,NYMWTI原油2705,CL27K,CL,500,500,NYM
NYM,CL27M,NYMWTI原油2706,CL27M,CL,500,500,NYM
NYM,CL27N,NYMWTI原油2707,CL27N,CL,500,500,NYM
NYM,CL27Q,NYMWTI原油2708,CL27Q,CL,500,500,NYM
NYM,CL27U,NYMWTI原油2709,CL27U,CL,500,500,NYM
NYM,CL27V,NYMWTI原油2710,CL27V,CL,500,500,NYM
NYM,CL27X,NYMWTI原油2711,CL27X,CL,500,500,NYM
NYM,CL27Z,NYMWTI原油2712,CL27Z,CL,500,500,NYM
NYM,CL28F,NYMWTI原油2801,CL28F,CL,500,500,NYM
NYM,CL28G,NYMWTI原油2802,CL28G,CL,500,500,NYM
NYM,CL28H,NYMWTI原油2803,CL28H,CL,500,500,NYM
NYM,CL28J,NYMWTI原油2804,CL28J,CL,500,500,NYM
NYM,CL28K,NYMWTI原油2805,CL28K,CL,500,500,NYM
NYM,CL28M,NYMWTI原油2806,CL28M,CL,500,500,NYM
NYM,CL28N,NYMWTI原油2807,CL28N,CL,500,500,NYM
NYM,CL28Q,NYMWTI原油2808,CL28Q,CL,500,500,NYM
NYM,CL28U,NYMWTI原油2809,CL28U,CL,500,500,NYM
NYM,CL28V,NYMWTI原油2810,CL28V,CL,500,500,NYM
NYM,CL28X,NYMWTI原油2811,CL28X,CL,500,500,NYM
NYM,CL28Z,NYMWTI原油2812,CL28Z,CL,500,500,NYM
NYM,CL29F,NYMWTI原油2901,CL29F,CL,500,500,NYM
NYM,CL29G,NYMWTI原油2902,CL29G,CL,500,500,NYM
NYM,CL29H,NYMWTI原油2903,CL29H,CL,500,500,NYM
NYM,CL29J,NYMWTI原油2904,CL29J,CL,500,500,NYM
NYM,CL29K,NYMWTI原油2905,CL29K,CL,500,500,NYM
NYM,CL29M,NYMWTI原油2906,CL29M,CL,500,500,NYM
NYM,CL29N,NYMWTI原油2907,CL29N,CL,500,500,NYM
NYM,CL29Q,NYMWTI原油2908,CL29Q,CL,500,500,NYM
NYM,CL29U,NYMWTI原油2909,CL29U,CL,500,500,NYM
NYM,CL29V,NYMWTI原油2910,CL29V,CL,500,500,NYM
NYM,CL29X,NYMWTI原油2911,CL29X,CL,500,500,NYM
NYM,CL29Z,NYMWTI原油2912,CL29Z,CL,500,500,NYM
NYM,CL30F,NYMWTI原油3001,CL30F,CL,500,500,NYM
NYM,CL30G,NYMWTI原油3002,CL30G,CL,500,500,NYM
NYM,CL30H,NYMWTI原油3003,CL30H,CL,500,500,NYM
NYM,CL30J,NYMWTI原油3004,CL30J,CL,500,500,NYM
NYM,CL30K,NYMWTI原油3005,CL30K,CL,500,500,NYM
NYM,CL30M,NYMWTI原油3006,CL30M,CL,500,500,NYM
NYM,CL30N,NYMWTI原油3007,CL30N,CL,500,500,NYM
NYM,CL30Q,NYMWTI原油3008,CL30Q,CL,500,500,NYM
NYM,CL30U,NYMWTI原油3009,CL30U,CL,500,500,NYM
NYM,CL30V,NYMWTI原油3010,CL30V,CL,500,500,NYM
NYM,CL30X,NYMWTI原油3011,CL30X,CL,500,500,NYM
NYM,CL30Z,NYMWTI原油3012,CL30Z,CL,500,500,NYM
NYM,CL31F,NYMWTI原油3101,CL31F,CL,500,500,NYM
NYM,CL31G,NYMWTI原油3102,CL31G,CL,500,500,NYM
NYM,CL31H,NYMWTI原油3103,CL31H,CL,500,500,NYM
NYM,CL31J,NYMWTI原油3104,CL31J,CL,500,500,NYM
NYM,CL31K,NYMWTI原油3105,CL31K,CL,500,500,NYM
NYM,CL31M,NYMWTI原油3106,CL31M,CL,500,500,NYM
NYM,CL31N,NYMWTI原油3107,CL31N,CL,500,500,NYM
NYM,CL31Q,NYMWTI原油3108,CL31Q,CL,500,500,NYM
NYM,CL31U,NYMWTI原油3109,CL31U,CL,500,500,NYM
NYM,CL31V,NYMWTI原油3110,CL31V,CL,500,500,NYM
NYM,CL31X,NYMWTI原油3111,CL31X,CL,500,500,NYM
NYM,CL31Z,NYMWTI原油3112,CL31Z,CL,500,500,NYM
NYM,CL32F,NYMWTI原油3201,CL32F,CL,500,500,NYM
NYM,CL32G,NYMWTI原油3202,CL32G,CL,500,500,NYM
NYM,CL32H,NYMWTI原油3203,CL32H,CL,500,500,NYM
NYM,CL32J,NYMWTI原油3204,CL32J,CL,500,500,NYM
NYM,CL32K,NYMWTI原油3205,CL32K,CL,500,500,NYM
NYM,CL32M,NYMWTI原油3206,CL32M,CL,500,500,NYM
NYM,CL32N,NYMWTI原油3207,CL32N,CL,500,500,NYM
NYM,CL32Q,NYMWTI原油3208,CL32Q,CL,500,500,NYM
NYM,CL32U,NYMWTI原油3209,CL32U,CL,500,500,NYM
NYM,CL32V,NYMWTI原油3210,CL32V,CL,500,500,NYM
NYM,CL32X,NYMWTI原油3211,CL32X,CL,500,500,NYM
NYM,CL32Z,NYMWTI原油3212,CL32Z,CL,500,500,NYM
NYM,CL33F,NYMWTI原油3301,CL33F,CL,500,500,NYM
NYM,CL33G,NYMWTI原油3302,CL33G,CL,500,500,NYM
SGE,AG9999,SGE白银9999,AG9999,AG,500,500,SGE
SGE,AGTD,SGE白银T+D,AGTD,AGTD,500,500,SGE
SGE,AU50,SGE黄金50g,AU50,AU,500,500,SGE
SGE,AU9995,SGE黄金9995,AU9995,AU,500,500,SGE
SGE,AU9999,SGE黄金9999,AU9999,AU,500,500,SGE
SGE,AUTD,SGE黄金T+D,AUTD,AUTD,500,500,SGE
SGE,IAU100,SGE国际版黄金100g,IAU100,IAU,500,500,SGE
SGE,IAU995,SGE国际版黄金995,IAU995,IAU,500,500,SGE
SGE,IAU999,SGE国际版黄金9999,IAU999,IAU,500,500,SGE
SGE,NYAUTN06,SGE纽约金TN06,NYAUTN06,NYAUTN,500,500,SGE
SGE,NYAUTN12,SGE纽约金TN12,NYAUTN12,NYAUTN,500,500,SGE
SGE,PT9995,SGE铂金9995,PT9995,PT,500,500,SGE
CZC,AP1805,CZC苹果1805,AP1805,AP,500,500,CZC
CZC,AP1807,CZC苹果1807,AP1807,AP,500,500,CZC
CZC,AP1810,CZC苹果1810,AP1810,AP,500,500,CZC
CZC,AP1811,CZC苹果1811,AP1811,AP,500,500,CZC
CZC,AP1812,CZC苹果1812,AP1812,AP,500,500,CZC
CZC,AP1901,CZC苹果1901,AP1901,AP,500,500,CZC
CZC,AP1903,CZC苹果1903,AP1903,AP,500,500,CZC
CZC,AP1905,CZC苹果1905,AP1905,AP,500,500,CZC
CZC,AP1907,CZC苹果1907,AP1907,AP,500,500,CZC
CZC,AP1910,CZC苹果1910,AP1910,AP,500,500,CZC
CZC,AP1911,CZC苹果1911,AP1911,AP,500,500,CZC
CZC,AP1912,CZC苹果1912,AP1912,AP,500,500,CZC
CZC,AP2001,CZC苹果2001,AP2001,AP,500,500,CZC
CZC,AP2003,CZC苹果2003,AP2003,AP,500,500,CZC
CZC,AP2005,CZC苹果2005,AP2005,AP,500,500,CZC
CZC,AP2007,CZC苹果2007,AP2007,AP,500,500,CZC
CZC,AP2010,CZC苹果2010,AP2010,AP,500,500,CZC
CZC,AP2011,CZC苹果2011,AP2011,AP,500,500,CZC
CZC,AP2012,CZC苹果2012,AP2012,AP,500,500,CZC
CZC,AP2101,CZC苹果2101,AP2101,AP,500,500,CZC
CZC,AP2103,CZC苹果2103,AP2103,AP,500,500,CZC
CZC,AP2105,CZC苹果2105,AP2105,AP,500,500,CZC
CZC,AP2110,CZC苹果2110,AP2110,AP,500,500,CZC
CZC,AP2111,CZC苹果2111,AP2111,AP,500,500,CZC
CZC,AP2112,CZC苹果2112,AP2112,AP,500,500,CZC
CZC,AP2201,CZC苹果2201,AP2201,AP,500,500,CZC
CZC,AP2203,CZC苹果2203,AP2203,AP,500,500,CZC
CZC,AP2204,CZC苹果2204,AP2204,AP,500,500,CZC
CZC,AP2205,CZC苹果2205,AP2205,AP,500,500,CZC
CZC,AP2210,CZC苹果2210,AP2210,AP,500,500,CZC
CZC,AP2211,CZC苹果2211,AP2211,AP,500,500,CZC
CZC,AP2212,CZC苹果2212,AP2212,AP,500,500,CZC
CZC,AP2301,CZC苹果2301,AP2301,AP,500,500,CZC
CZC,AP2303,CZC苹果2303,AP2303,AP,500,500,CZC
CZC,AP2304,CZC苹果2304,AP2304,AP,500,500,CZC
CZC,AP2305,CZC苹果2305,AP2305,AP,500,500,CZC
CZC,CF0411,CZC郑棉0411,CF0411,CF,500,500,CZC
CZC,CF0412,CZC郑棉0412,CF0412,CF,500,500,CZC
CZC,CF0501,CZC郑棉0501,CF0501,CF,500,500,CZC
CZC,CF0503,CZC郑棉0503,CF0503,CF,500,500,CZC
CZC,CF0504,CZC郑棉0504,CF0504,CF,500,500,CZC
CZC,CF0505,CZC郑棉0505,CF0505,CF,500,500,CZC
CZC,CF0506,CZC郑棉0506,CF0506,CF,500,500,CZC
CZC,CF0507,CZC郑棉0507,CF0507,CF,500,500,CZC
CZC,CF0508,CZC郑棉0508,CF0508,CF,500,500,CZC
CZC,CF0509,CZC郑棉0509,CF0509,CF,500,500,CZC
CZC,CF0510,CZC郑棉0510,CF0510,CF,500,500,CZC
CZC,CF0511,CZC郑棉0511,CF0511,CF,500,500,CZC
CZC,CF0512,CZC郑棉0512,CF0512,CF,500,500,CZC
CZC,CF0601,CZC郑棉0601,CF0601,CF,500,500,CZC
CZC,CF0603,CZC郑棉0603,CF0603,CF,500,500,CZC
CZC,CF0604,CZC郑棉0604,CF0604,CF,500,500,CZC
CZC,CF0605,CZC郑棉0605,CF0605,CF,500,500,CZC
CZC,CF0606,CZC郑棉0606,CF0606,CF,500,500,CZC
CZC,CF0607,CZC郑棉0607,CF0607,CF,500,500,CZC
CZC,CF0608,CZC郑棉0608,CF0608,CF,500,500,CZC
CZC,CF0609,CZC郑棉0609,CF0609,CF,500,500,CZC
CZC,CF0610,CZC郑棉0610,CF0610,CF,500,500,CZC
CZC,CF0611,CZC郑棉0611,CF0611,CF,500,500,CZC
CZC,CF0612,CZC郑棉0612,CF0612,CF,500,500,CZC
CZC,CF0701,CZC郑棉0701,CF0701,CF,500,500,CZC
CZC,CF0703,CZC郑棉0703,CF0703,CF,500,500,CZC
CZC,CF0704,CZC郑棉0704,CF0704,CF,500,500,CZC
CZC,CF0705,CZC郑棉0705,CF0705,CF,500,500,CZC
CZC,CF0707,CZC郑棉0707,CF0707,CF,500,500,CZC
CZC,CF0709,CZC郑棉0709,CF0709,CF,500,500,CZC
CZC,CF0711,CZC郑棉0711,CF0711,CF,500,500,CZC
CZC,CF0801,CZC郑棉0801,CF0801,CF,500,500,CZC
CZC,CF0803,CZC郑棉0803,CF0803,CF,500,500,CZC
CZC,CF0805,CZC郑棉0805,CF0805,CF,500,500,CZC
CZC,CF0807,CZC郑棉0807,CF0807,CF,500,500,CZC
CZC,CF0809,CZC郑棉0809,CF0809,CF,500,500,CZC
CZC,CF0811,CZC郑棉0811,CF0811,CF,500,500,CZC
CZC,CF0901,CZC郑棉0901,CF0901,CF,500,500,CZC
CZC,CF0903,CZC郑棉0903,CF0903,CF,500,500,CZC
CZC,CF0905,CZC郑棉0905,CF0905,CF,500,500,CZC
CZC,CF0907,CZC郑棉0907,CF0907,CF,500,500,CZC
CZC,CF0909,CZC郑棉0909,CF0909,CF,500,500,CZC
CZC,CF0911,CZC郑棉0911,CF0911,CF,500,500,CZC
CZC,CF1001,CZC郑棉1001,CF1001,CF,500,500,CZC
CZC,CF1003,CZC郑棉1003,CF1003,CF,500,500,CZC
CZC,CF1005,CZC郑棉1005,CF1005,CF,500,500,CZC
CZC,CF1007,CZC郑棉1007,CF1007,CF,500,500,CZC
CZC,CF1009,CZC郑棉1009,CF1009,CF,500,500,CZC
CZC,CF1011,CZC郑棉1011,CF1011,CF,500,500,CZC
CZC,CF1101,CZC郑棉1101,CF1101,CF,500,500,CZC
CZC,CF1103,CZC郑棉1103,CF1103,CF,500,500,CZC
CZC,CF1105,CZC郑棉1105,CF1105,CF,500,500,CZC
CZC,CF1107,CZC郑棉1107,CF1107,CF,500,500,CZC
CZC,CF1109,CZC郑棉1109,CF1109,CF,500,500,CZC
CZC,CF1111,CZC郑棉1111,CF1111,CF,500,500,CZC
CZC,CF1201,CZC郑棉1201,CF1201,CF,500,500,CZC
CZC,CF1203,CZC郑棉1203,CF1203,CF,500,500,CZC
CZC,CF1205,CZC郑棉1205,CF1205,CF,500,500,CZC
CZC,CF1207,CZC郑棉1207,CF1207,CF,500,500,CZC
CZC,CF1209,CZC郑棉1209,CF1209,CF,500,500,CZC
CZC,CF1211,CZC郑棉1211,CF1211,CF,500,500,CZC
CZC,CF1301,CZC郑棉1301,CF1301,CF,500,500,CZC
CZC,CF1303,CZC郑棉1303,CF1303,CF,500,500,CZC
CZC,CF1305,CZC郑棉1305,CF1305,CF,500,500,CZC
CZC,CF1307,CZC郑棉1307,CF1307,CF,500,500,CZC
CZC,CF1309,CZC郑棉1309,CF1309,CF,500,500,CZC
CZC,CF1311,CZC郑棉1311,CF1311,CF,500,500,CZC
CZC,CF1401,CZC郑棉1401,CF1401,CF,500,500,CZC
CZC,CF1403,CZC郑棉1403,CF1403,CF,500,500,CZC
CZC,CF1405,CZC郑棉1405,CF1405,CF,500,500,CZC
CZC,CF1407,CZC郑棉1407,CF1407,CF,500,500,CZC
CZC,CF1409,CZC郑棉1409,CF1409,CF,500,500,CZC
CZC,CF1411,CZC郑棉1411,CF1411,CF,500,500,CZC
CZC,CF1501,CZC郑棉1501,CF1501,CF,500,500,CZC
CZC,CF1503,CZC郑棉1503,CF1503,CF,500,500,CZC
CZC,CF1505,CZC郑棉1505,CF1505,CF,500,500,CZC
CZC,CF1507,CZC郑棉1507,CF1507,CF,500,500,CZC
CZC,CF1509,CZC郑棉1509,CF1509,CF,500,500,CZC
CZC,CF1511,CZC郑棉1511,CF1511,CF,500,500,CZC
CZC,CF1601,CZC郑棉1601,CF1601,CF,500,500,CZC
CZC,CF1603,CZC郑棉1603,CF1603,CF,500,500,CZC
CZC,CF1605,CZC郑棉1605,CF1605,CF,500,500,CZC
CZC,CF1607,CZC郑棉1607,CF1607,CF,500,500,CZC
CZC,CF1609,CZC郑棉1609,CF1609,CF,500,500,CZC
CZC,CF1611,CZC郑棉1611,CF1611,CF,500,500,CZC
CZC,CF1701,CZC郑棉1701,CF1701,CF,500,500,CZC
CZC,CF1703,CZC郑棉1703,CF1703,CF,500,500,CZC
CZC,CF1705,CZC郑棉1705,CF1705,CF,500,500,CZC
CZC,CF1707,CZC郑棉1707,CF1707,CF,500,500,CZC
CZC,CF1709,CZC郑棉1709,CF1709,CF,500,500,CZC
CZC,CF1711,CZC郑棉1711,CF1711,CF,500,500,CZC
CZC,CF1801,CZC郑棉1801,CF1801,CF,500,500,CZC
CZC,CF1803,CZC郑棉1803,CF1803,CF,500,500,CZC
CZC,CF1805,CZC郑棉1805,CF1805,CF,500,500,CZC
CZC,CF1807,CZC郑棉1807,CF1807,CF,500,500,CZC
CZC,CF1809,CZC郑棉1809,CF1809,CF,500,500,CZC
CZC,CF1811,CZC郑棉1811,CF1811,CF,500,500,CZC
CZC,CF1901,CZC郑棉1901,CF1901,CF,500,500,CZC
CZC,CF1903,CZC郑棉1903,CF1903,CF,500,500,CZC
CZC,CF1905,CZC郑棉1905,CF1905,CF,500,500,CZC
CZC,CF1907,CZC郑棉1907,CF1907,CF,500,500,CZC
CZC,CF1909,CZC郑棉1909,CF1909,CF,500,500,CZC
CZC,CF1911,CZC郑棉1911,CF1911,CF,500,500,CZC
CZC,CF2001,CZC郑棉2001,CF2001,CF,500,500,CZC
CZC,CF2003,CZC郑棉2003,CF2003,CF,500,500,CZC
CZC,CF2005,CZC郑棉2005,CF2005,CF,500,500,CZC
